sample	scheme	scheme_version	subtype	all_subtypes	tiles_matching_subtype	are_subtypes_consistent	inconsistent_subtypes	n_tiles_matching_all	n_tiles_matching_all_expected	n_tiles_matching_positive	n_tiles_matching_positive_expected	n_tiles_matching_subtype	n_tiles_matching_subtype_expected	file_path	qc_status	qc_message
SAL_CA1389AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1389AA_AS.scaffold.fasta	PASS	
SAL_CA5066AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	1603329-2.2.2.2.1.1; 2606626-2.2.2.2.1.1; 3373069-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5066AA_AS.scaffold.fasta	PASS	
SAL_FA1496AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	3062689-2.2.2.2.2.2; 3540924-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 1950957-2.2.2.2.2.2; 42232-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA1496AA_AS.scaffold.fasta	PASS	
SAL_EA5431AA_AS	heidelberg	0.5.0	2.2.2.2.1.4	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.4	2154958-2.2.2.2.1.4; 3785187-2.2.2.2.1.4; 1037658-2.2.2.2.1.4	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5431AA_AS.scaffold.fasta	PASS	
SAL_CA0844AA_AS	heidelberg	0.5.0	1.2	1; 1.2	4166216-1.2; 3113857-1.2; 3090898-1.2; 3082064-1.2; 4642573-1.2; 2239956-1.2	True		202	202	8	8	6	6	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0844AA_AS.scaffold.fasta	PASS	
SAL_FA1510AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	42232-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 3540924-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 1950957-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA1510AA_AS.scaffold.fasta	PASS	
SAL_FA1750AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	198398-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 908618-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA1750AA_AS.scaffold.fasta	PASS	
SAL_EA9428AA_AS	heidelberg	0.5.0	2.1.1.3	2; 2.1; 2.1.1; 2.1.1.3	2213229-2.1.1.3; 3742501-2.1.1.3; 4120499-2.1.1.3; 2878560-2.1.1.3; 3011381-2.1.1.3	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9428AA_AS.scaffold.fasta	PASS	
SAL_BA5384AA_AS	heidelberg	0.5.0	1.1	1; 1.1	1049933-1.1; 1193219-1.1; 2904061-1.1; 2778621-1.1; 202001-1.1; 4579224-1.1; 4499501-1.1; 3278067-1.1; 3867228-1.1; 600783-1.1; 4738855-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA5384AA_AS.scaffold.fasta	PASS	
SAL_HA9448AA_AS	heidelberg	0.5.0	2.2.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1	21097-2.2.1.1.1; 157792-2.2.1.1.1; 1047714-2.2.1.1.1; 944885-2.2.1.1.1	True		202	202	18	18	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_HA9448AA_AS.scaffold.fasta	PASS	
SAL_CA2145AA_AS	heidelberg	0.5.0	2.2.2.2.1.4	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.4	2154958-2.2.2.2.1.4; 1037658-2.2.2.2.1.4; 3785187-2.2.2.2.1.4	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2145AA_AS.scaffold.fasta	PASS	
SAL_EA9084AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 908618-2.2.2.1.1.1; 198398-2.2.2.1.1.1; 167020-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9084AA_AS.scaffold.fasta	PASS	
SAL_JA0846AA_AS	heidelberg	0.5.0	2.2.2.2.1.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.2	4157035-2.2.2.2.1.2; 2406889-2.2.2.2.1.2; 2455459-2.2.2.2.1.2; 484993-2.2.2.2.1.2	True		202	202	18	18	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA0846AA_AS.scaffold.fasta	PASS	
SAL_CA1833AA_AS	heidelberg	0.5.0	2.1	2; 2.1	4145957-2.1; 1976727-2.1; 2048364-2.1; 2785633-2.1; 3200083-2.1; 862828-2.1; 1276017-2.1; 1313808-2.1; 3802645-2.1	True		202	202	11	11	9	9	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1833AA_AS.scaffold.fasta	PASS	
SAL_CA1747AA_AS	heidelberg	0.5.0	2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2	3212817-2.2.2.2; 3324813-2.2.2.2; 775920-2.2.2.2	True		202	202	12	12	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1747AA_AS.scaffold.fasta	PASS	
SAL_CA2603AA_AS	heidelberg	0.5.0	2.2.2.1.3	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.3	4086376-2.2.2.1.3	True		202	202	13	13	1	1	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2603AA_AS.scaffold.fasta	PASS	
SAL_CA1003AA_AS	heidelberg	0.5.0	1.3	1; 1.3	4472427-1.3; 3913221-1.3; 92666-1.3; 4707754-1.3	True		201	202	6	6	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1003AA_AS.scaffold.fasta	PASS	
SAL_CA5670AA_AS	heidelberg	0.5.0	2.2.1.2	2; 2.2; 2.2.1; 2.2.1.2	4581051-2.2.1.2; 160366-2.2.1.2; 107801-2.2.1.2; 2877590-2.2.1.2	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5670AA_AS.scaffold.fasta	PASS	
SAL_CA2435AA_AS	heidelberg	0.5.0	2.2.2.2.1.5	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.5	1697407-2.2.2.2.1.5; 4081360-2.2.2.2.1.5; 2605132-2.2.2.2.1.5	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2435AA_AS.scaffold.fasta	PASS	
SAL_IA2768AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	4540735-2.2.2.2.3; 4525936-2.2.2.2.3; 3012157-2.2.2.2.3; 3819645-2.2.2.2.3; 2805778-2.2.2.2.3; 2778422-2.2.2.2.3; 2693425-2.2.2.2.3; 2561007-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_IA2768AA_AS.scaffold.fasta	PASS	
SAL_FA4432AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	3801966-2.1.1; 2422397-2.1.1; 2283825-2.1.1; 3408895-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA4432AA_AS.scaffold.fasta	PASS	
SAL_CA4965AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4965AA_AS.scaffold.fasta	PASS	
SAL_CA1347AA_AS	heidelberg	0.5.0	2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2	1825773-2.2.2.2.2; 3696399-2.2.2.2.2; 4136269-2.2.2.2.2	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1347AA_AS.scaffold.fasta	PASS	
SAL_CA5074AA_AS	heidelberg	0.5.0	1.1	1; 1.1	600783-1.1; 202001-1.1; 3278067-1.1; 1049933-1.1; 1193219-1.1; 2778621-1.1; 4738855-1.1; 2904061-1.1; 4579224-1.1; 4499501-1.1; 3867228-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5074AA_AS.scaffold.fasta	PASS	
SAL_CA4844AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4844AA_AS.scaffold.fasta	PASS	
SAL_CA2856AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2856AA_AS.scaffold.fasta	PASS	
SAL_CA2303AA_AS	heidelberg	0.5.0	2.2.1.1	2; 2.2; 2.2.1; 2.2.1.1	293728-2.2.1.1; 3864871-2.2.1.1; 2802706-2.2.1.1; 691203-2.2.1.1	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2303AA_AS.scaffold.fasta	PASS	
SAL_BA3094AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	1950957-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 42232-2.2.2.2.2.2; 3540924-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA3094AA_AS.scaffold.fasta	PASS	
SAL_CA0210AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0210AA_AS.scaffold.fasta	PASS	
SAL_CA5228AA_AS	heidelberg	0.5.0	2.2.1.1.3	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.3	3822905-2.2.1.1.3; 869993-2.2.1.1.3; 271435-2.2.1.1.3; 2658490-2.2.1.1.3; 3159204-2.2.1.1.3	True		202	202	19	19	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5228AA_AS.scaffold.fasta	PASS	
SAL_EA8889AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	198398-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 908618-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA8889AA_AS.scaffold.fasta	PASS	
SAL_CA4985AA_AS	heidelberg	0.5.0	2.2.1.1	2; 2.2; 2.2.1; 2.2.1.1	293728-2.2.1.1; 3864871-2.2.1.1; 2802706-2.2.1.1; 691203-2.2.1.1	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4985AA_AS.scaffold.fasta	PASS	
SAL_EA5345AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	42232-2.2.2.2.2.2; 1950957-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 3540924-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5345AA_AS.scaffold.fasta	PASS	
SAL_EA4405AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4405AA_AS.scaffold.fasta	PASS	
SAL_IA9908AA_AS	heidelberg	0.5.0	2.2.2.2.1.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.3	2934077-2.2.2.2.1.3; 1052031-2.2.2.2.1.3; 508759-2.2.2.2.1.3	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_IA9908AA_AS.scaffold.fasta	PASS	
SAL_CA5211AA_AS	heidelberg	0.5.0	1.3	1; 1.3	92666-1.3; 4707754-1.3; 4472427-1.3; 3913221-1.3	True		202	202	6	6	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5211AA_AS.scaffold.fasta	PASS	
SAL_HA9399AA_AS	heidelberg	0.5.0	2.2.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1	1047714-2.2.1.1.1; 21097-2.2.1.1.1; 157792-2.2.1.1.1; 944885-2.2.1.1.1	True		202	202	18	18	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_HA9399AA_AS.scaffold.fasta	PASS	
SAL_CA5229AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	3408895-2.1.1; 2283825-2.1.1; 3801966-2.1.1; 2422397-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5229AA_AS.scaffold.fasta	PASS	
SAL_JA7597AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		201	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA7597AA_AS.scaffold.fasta	PASS	
SAL_CA4574AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4574AA_AS.scaffold.fasta	PASS	
SAL_CA1244AA_AS	heidelberg	0.5.0	2.1.1.1	2; 2.1; 2.1.1; 2.1.1.1	3305400-2.1.1.1; 1534092-2.1.1.1; 1856421-2.1.1.1	True		202	202	18	18	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1244AA_AS.scaffold.fasta	PASS	
SAL_CA0995AA_AS	heidelberg	0.5.0	1.3	1; 1.3	4707754-1.3; 4472427-1.3; 3913221-1.3; 92666-1.3	True		202	202	6	6	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0995AA_AS.scaffold.fasta	PASS	
SAL_IA2719AA_AS	heidelberg	0.5.0	2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1	3691258-2.2.2.1.1; 3811523-2.2.2.1.1; 1037736-2.2.2.1.1	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_IA2719AA_AS.scaffold.fasta	PASS	
SAL_CA4886AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	2422397-2.1.1; 2283825-2.1.1; 3801966-2.1.1; 3408895-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4886AA_AS.scaffold.fasta	PASS	
SAL_EA9198AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	3264474-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 198398-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 908618-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9198AA_AS.scaffold.fasta	PASS	
SAL_FA1377AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	1950957-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 3540924-2.2.2.2.2.2; 42232-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA1377AA_AS.scaffold.fasta	PASS	
SAL_EA5415AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	908618-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 198398-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5415AA_AS.scaffold.fasta	PASS	
SAL_EA5129AA_AS	heidelberg	0.5.0	1.2	1; 1.2	4166216-1.2; 4642573-1.2; 2239956-1.2; 3082064-1.2; 3090898-1.2; 3113857-1.2	True		202	202	8	8	6	6	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5129AA_AS.scaffold.fasta	PASS	
SAL_CA5304AA_AS	heidelberg	0.5.0	1.3	1; 1.3	4472427-1.3; 3913221-1.3; 4707754-1.3; 92666-1.3	True		201	202	6	6	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5304AA_AS.scaffold.fasta	PASS	
SAL_JA1160AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	3373069-2.2.2.2.1.1; 2606626-2.2.2.2.1.1; 1603329-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA1160AA_AS.scaffold.fasta	PASS	
SAL_EA1766AA_AS	heidelberg	0.5.0	1	1	3677767-1; 2531225-1	True		166	202	2	2	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA1766AA_AS.scaffold.fasta	FAIL	FAIL: Missing Tiles Error 1: 17.82% missing tiles for subtype 1; more than 5.00% missing tile threshold
SAL_EA4408AA_AS	heidelberg	0.5.0	2.2.2.2.2.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.1	3267927-2.2.2.2.2.1; 239152-2.2.2.2.2.1; 3647258-2.2.2.2.2.1; 3586333-2.2.2.2.2.1	True		202	202	19	19	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4408AA_AS.scaffold.fasta	PASS	
SAL_CA5250AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5250AA_AS.scaffold.fasta	PASS	
SAL_EA4491AA_AS	heidelberg	0.5.0	2.2.2.2.1.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.2	2455459-2.2.2.2.1.2; 2406889-2.2.2.2.1.2; 484993-2.2.2.2.1.2; 4157035-2.2.2.2.1.2	True		202	202	18	18	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4491AA_AS.scaffold.fasta	PASS	
SAL_BA5795AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA5795AA_AS.scaffold.fasta	PASS	
SAL_BA1710AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	2283825-2.1.1; 3408895-2.1.1; 3801966-2.1.1; 2422397-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA1710AA_AS.scaffold.fasta	PASS	
SAL_CA1234AA_AS	heidelberg	0.5.0	2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2	4136269-2.2.2.2.2; 1825773-2.2.2.2.2; 3696399-2.2.2.2.2	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1234AA_AS.scaffold.fasta	PASS	
SAL_CA2872AA_AS	heidelberg	0.5.0	2.2.3	2; 2.2; 2.2.3	1462807-2.2.3	True		202	202	8	8	1	1	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2872AA_AS.scaffold.fasta	PASS	
SAL_EA5506AA_AS	heidelberg	0.5.0	2.2.2.1.3	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.3	4086376-2.2.2.1.3	True		202	202	13	13	1	1	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5506AA_AS.scaffold.fasta	PASS	
SAL_EA9209AA_AS	heidelberg	0.5.0	2.1.1.3	2; 2.1; 2.1.1; 2.1.1.3	2213229-2.1.1.3; 4120499-2.1.1.3; 2878560-2.1.1.3; 3011381-2.1.1.3; 3742501-2.1.1.3	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9209AA_AS.scaffold.fasta	PASS	
SAL_CA4893AA_AS	heidelberg	0.5.0	2.2.2.2.1.5	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.5	1697407-2.2.2.2.1.5; 2605132-2.2.2.2.1.5; 4081360-2.2.2.2.1.5	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4893AA_AS.scaffold.fasta	PASS	
SAL_CA4652AA_AS	heidelberg	0.5.0	1.1	1; 1.1	3867228-1.1; 202001-1.1; 4579224-1.1; 4499501-1.1; 1049933-1.1; 2904061-1.1; 2778621-1.1; 3278067-1.1; 600783-1.1; 1193219-1.1; 4738855-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4652AA_AS.scaffold.fasta	PASS	
SAL_CA2352AA_AS	heidelberg	0.5.0	2.2.1.1	2; 2.2; 2.2.1; 2.2.1.1	691203-2.2.1.1; 3864871-2.2.1.1; 293728-2.2.1.1; 2802706-2.2.1.1	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2352AA_AS.scaffold.fasta	PASS	
SAL_CA5163AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	1603329-2.2.2.2.1.1; 3373069-2.2.2.2.1.1; 2606626-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5163AA_AS.scaffold.fasta	PASS	
SAL_CA0812AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		201	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0812AA_AS.scaffold.fasta	PASS	
SAL_CA5616AA_AS	heidelberg	0.5.0	2.2.1.2	2; 2.2; 2.2.1; 2.2.1.2	2877590-2.2.1.2; 160366-2.2.1.2; 107801-2.2.1.2; 4581051-2.2.1.2	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5616AA_AS.scaffold.fasta	PASS	
SAL_CA5065AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	1603329-2.2.2.2.1.1; 2606626-2.2.2.2.1.1; 3373069-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5065AA_AS.scaffold.fasta	PASS	
SAL_FA0572AA_AS	heidelberg	0.5.0	2.2.1.2	2; 2.2; 2.2.1; 2.2.1.2	4581051-2.2.1.2; 2877590-2.2.1.2; 107801-2.2.1.2; 160366-2.2.1.2	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA0572AA_AS.scaffold.fasta	PASS	
SAL_CA1339AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1339AA_AS.scaffold.fasta	PASS	
SAL_EA9573AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	3062689-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 1950957-2.2.2.2.2.2; 3540924-2.2.2.2.2.2; 42232-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9573AA_AS.scaffold.fasta	PASS	
SAL_CA4619AA_AS	heidelberg	0.5.0	2.1.3	2; 2.1; 2.1.3	2045923-2.1.3; 2963935-2.1.3; 64709-2.1.3; 4282538-2.1.3	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4619AA_AS.scaffold.fasta	PASS	
