Assembly Barcode	Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Phage Type	Lab Contact	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly Barcode
SAL_EA4286AA_AS	SAL_BA3698AA	2015K-0346	SRR2577305;ILLUMINA;Paired;;SRX1314595;;,SRR2577305;ILLUMINA;Paired;;SRX1314595;;,SRR2051451;ILLUMINA;Paired;500;SRX1048879;592511040;220	SAL_BA3698AA	ND	ND	Urine; Age: 20-29	2015	4			North America	United States							Heidelberg					Centers for Disease Control and Prevention - PulseNet		PRJNA230403	SRP040281	SAMN03754567	SRS953189	2015-08-27	2015-06-04	Assembled	NaN	412028	4772749	Salmonella enterica;100.0%	47	1784	2.2	SAL_EA4286AA_AS
SAL_IA1886AA_AS	SAL_BA3705AA	2015K-0326	SRR2577567;ILLUMINA;Paired;;SRX1314730;528681846;231,SRR2051447;ILLUMINA;Paired;500;SRX1048875;528681846;231,SRR2577567;ILLUMINA;Paired;;SRX1314730;;	SAL_BA3705AA								North America	United States							Heidelberg (Predicted)					Centers for Disease Control and Prevention - PulseNet		PRJNA230403	SRP040281	SAMN03754569	SRS953192	2015-08-27	2015-06-04	Assembled	NaN	412096	4768393	Salmonella enterica;100.0%	44	2689	2.2	SAL_IA1886AA_AS
SAL_EA4294AA_AS	SAL_BA3707AA	2015K-0331	SRR2577470;ILLUMINA;Paired;;SRX1314643;;,SRR2577470;ILLUMINA;Paired;;SRX1314643;732727428;222,SRR2051446;ILLUMINA;Paired;500;SRX1048874;732727428;222	SAL_BA3707AA	ND	ND						North America	United States							Heidelberg (Predicted)							PRJNA230403	SRP040281	SAMN03754568	SRS953193	2015-08-27	2015-06-04	Assembled	NaN	694099	4772920	Salmonella enterica;100.0%	48	1309	2.2	SAL_EA4294AA_AS
SAL_IA2552AA_AS	SAL_BA3711AA	2015K-0312	SRR2051444;ILLUMINA;Paired;500;SRX1048872;586787984;218,SRR2578271;ILLUMINA;Paired;;SRX1314967;;,SRR2578271;ILLUMINA;Paired;;SRX1314967;586787984;218	SAL_BA3711AA	ND	ND						North America	United States							Heidelberg (Predicted)					Centers for Disease Control and Prevention - PulseNet		PRJNA230403	SRP040281	SAMN03754566	SRS953196	2015-08-27	2015-06-04	Assembled	NaN	694160	4863124	Salmonella enterica;100.0%	44	1763	2.2	SAL_IA2552AA_AS
SAL_EA4318AA_AS	SAL_BA3731AA	FDA00009148	SRR2050978;ILLUMINA;Paired;500;SRX1048444;615954300;169	SAL_BA3731AA	Aquatic animal	Fish	tilapia	2015	5			Asia	Vietnam							Heidelberg (Predicted)	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03732555	SRS952807	2015-08-27	2015-06-04	Assembled	NaN	128722	5217049	Salmonella enterica;83.03%	133	4438	2.2	SAL_EA4318AA_AS
SAL_EA4393AA_AS	SAL_BA3891AA	IEH-NGS-SAL-02863	SRR2047343;ILLUMINA;Paired;500;SRX1045620;269912510;223	SAL_BA3891AA	Poultry	Avian	chicken	2014	5			North America	United States	California						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03573279	SRS950818	2015-08-27	2015-06-02	Assembled	NaN	412093	4771073	Salmonella enterica;97.67%	54	5397	2.2	SAL_EA4393AA_AS
SAL_EA4394AA_AS	SAL_BA3899AA	CFSAN032573	SRR2047334;ILLUMINA;Paired;500;SRX1045614;336974544;204	SAL_BA3899AA	Poultry	Avian	chicken	2014	5			North America	United States	California						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03573275	SRS950833	2015-08-27	2015-06-02	Assembled	NaN	298839	4834473	Salmonella enterica;96.61%	81	6658	2.2	SAL_EA4394AA_AS
SAL_EA4398AA_AS	SAL_BA3909AA	CFSAN032569	SRR2047330;ILLUMINA;Paired;500;SRX1045610;286577424;207	SAL_BA3909AA	Poultry	Avian	chicken	2014	5			North America	United States	Washington						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03573271	SRS950808	2015-08-27	2015-06-02	Assembled	NaN	298839	4772751	Salmonella enterica;97.92%	63	4669	2.2	SAL_EA4398AA_AS
SAL_EA4402AA_AS	SAL_BA3913AA	IEH-NGS-SAL-02853	SRR2047328;ILLUMINA;Paired;500;SRX1045608;507548400;200	SAL_BA3913AA	Poultry	Avian	chicken	2014	5			North America	United States	Texas						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03573269	SRS950810	2015-08-27	2015-06-02	Assembled	NaN	412159	4764728	Salmonella enterica;97.37%	46	1683	2.2	SAL_EA4402AA_AS
SAL_EA4405AA_AS	SAL_BA3917AA	CFSAN032565	SRR2047326;ILLUMINA;Paired;500;SRX1045606;146411634;211	SAL_BA3917AA	Poultry	Avian	chicken	2014	5			North America	United States	California						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03573267	SRS950805	2015-08-27	2015-06-02	Assembled	NaN	291738	4770245	Salmonella enterica;97.83%	56	12301	2.2	SAL_EA4405AA_AS
SAL_EA4408AA_AS	SAL_BA3921AA	IEH-NGS-SAL-02848	SRR2047321;ILLUMINA;Paired;500;SRX1045604;493897656;196	SAL_BA3921AA	Poultry	Avian	chicken	2014	5			North America	United States	Mississippi						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03573264	SRS950814	2015-08-27	2015-06-02	Assembled	NaN	298840	4770035	Salmonella enterica;95.65%	55	2037	2.2	SAL_EA4408AA_AS
SAL_BA4327AA_AS	SAL_BA3926AA	CFSAN032559	SRR2047318;ILLUMINA;Paired;500;SRX1045601;239514140;206	SAL_BA3926AA	Poultry	Avian	chicken	2014	5			North America	United States	California						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03573261	SRS950794	2015-08-27	2015-06-02	Assembled	NaN	298800	4767197	Salmonella enterica;97.57%	44	5658	2.2	SAL_BA4327AA_AS
SAL_EA4433AA_AS	SAL_BA3952AA	CFSAN032547	SRR2047306;ILLUMINA;Paired;500;SRX1045589;277088912;214	SAL_BA3952AA	Poultry	Avian	chicken	2014	5			North America	United States	California						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03573249	SRS950783	2015-08-27	2015-06-02	Assembled	NaN	298629	4737294	Salmonella enterica;97.87%	56	4772	2.2	SAL_EA4433AA_AS
SAL_EA4448AA_AS	SAL_BA3965AA	CFSAN032540	SRR2047300;ILLUMINA;Paired;500;SRX1045583;79197720;210	SAL_BA3965AA	Poultry	Avian	chicken	2014	5			North America	United States	Arkansas						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03573242	SRS950789	2015-08-27	2015-06-02	Assembled	NaN	38194	5033592	Salmonella enterica;96.32%	255	109566	2.2	SAL_EA4448AA_AS
SAL_EA4454AA_AS	SAL_BA3977AA	IEH-NGS-SAL-02776	SRR2047294;ILLUMINA;Paired;500;SRX1045577;471699646;187	SAL_BA3977AA	Poultry	Avian	turkey	2014	5			North America	United States	Minnesota						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487675	SRS950769	2015-08-27	2015-06-02	Assembled	NaN	298839	4767072	Salmonella enterica;97.96%	63	2458	2.2	SAL_EA4454AA_AS
SAL_EA4471AA_AS	SAL_BA3996AA	PNUSAS000396	SRR2043722;ILLUMINA;Paired;500;SRX1041921;650862450;225	SAL_BA3996AA	ND	ND	Stool; Age: 50-59	2015	3			North America	United States							Heidelberg					Centers for Disease Control and Prevention - PulseNet		PRJNA230403	SRP040281	SAMN03703275	SRS948249	2015-08-27	2015-05-28	Assembled	NaN	235663	4733669	Salmonella enterica;98.28%	73	4376	2.2	SAL_EA4471AA_AS
SAL_EA4484AA_AS	SAL_BA4037AA	PNUSAS000368	SRR2043702;ILLUMINA;Paired;500;SRX1041901;416380176;216	SAL_BA4037AA	ND	ND	Urine; Age: 0-4					North America	United States							Heidelberg					Centers for Disease Control and Prevention - PulseNet		PRJNA230403	SRP040281	SAMN03651476	SRS948236	2015-08-27	2015-05-28	Assembled	NaN	474172	5125770	Salmonella enterica;77.6%	74	6420	2.2	SAL_EA4484AA_AS
SAL_EA4492AA_AS	SAL_BA4048AA	PNUSAS000355	SRR2043696;ILLUMINA;Paired;500;SRX1041895;257044320;240	SAL_BA4048AA	ND	ND	Blood; Age: 20-29	2015	2			North America	United States							Heidelberg					Centers for Disease Control and Prevention		PRJNA230403	SRP040281	SAMN03700763	SRS948228	2015-08-27	2015-05-28	Assembled	NaN	412096	4763801	Salmonella enterica;97.06%	42	4611	2.2	SAL_EA4492AA_AS
SAL_EA4490AA_AS	SAL_BA4049AA	PNUSAS000354	SRR2043695;ILLUMINA;Paired;500;SRX1041894;366208658;241	SAL_BA4049AA	ND	ND	Stool; Age: 5-9	2015	3			North America	United States							Heidelberg					Centers for Disease Control and Prevention - PulseNet		PRJNA230403	SRP040281	SAMN03702603	SRS948229	2015-08-27	2015-05-28	Assembled	NaN	740519	4775203	Salmonella enterica;100.0%	43	5357	2.2	SAL_EA4490AA_AS
SAL_EA4491AA_AS	SAL_BA4052AA	PNUSAS000353	SRR2043694;ILLUMINA;Paired;500;SRX1041893;415040160;240	SAL_BA4052AA	ND	ND	Stool; Age: 5-9	2015	3			North America	United States							Heidelberg					Centers for Disease Control and Prevention		PRJNA230403	SRP040281	SAMN03702602	SRS948230	2015-08-27	2015-05-28	Assembled	NaN	632028	4775249	Salmonella enterica;100.0%	45	5167	2.2	SAL_EA4491AA_AS
SAL_EA4497AA_AS	SAL_BA4069AA	2015K-0284	SRR2043479;ILLUMINA;Paired;500;SRX1041757;423834222;183	SAL_BA4069AA								North America	United States							Heidelberg (Predicted)					Centers for Disease Control and Prevention - PulseNet		PRJNA230403	SRP040281	SAMN03732560	SRS948124	2015-08-27	2015-05-28	Assembled	NaN	412095	4777399	Salmonella enterica;100.0%	59	2121	2.2	SAL_EA4497AA_AS
SAL_CA0984AA_AS	SAL_BA4071AA	2015K-0283	SRR2043478;ILLUMINA;Paired;500;SRX1041756;443082928;206	SAL_BA4071AA	ND	ND						North America	United States							Heidelberg (Predicted)					Centers for Disease Control and Prevention - PulseNet		PRJNA230403	SRP040281	SAMN03732561	SRS948125	2015-08-27	2015-05-28	Assembled	NaN	412096	4733804	Salmonella enterica;100.0%	53	2076	2.1	SAL_CA0984AA_AS
SAL_EA4504AA_AS	SAL_BA4081AA	2015K-0273	SRR2043473;ILLUMINA;Paired;500;SRX1041751;524632424;188	SAL_BA4081AA								North America	United States							Heidelberg (Predicted)					Centers for Disease Control and Prevention - PulseNet		PRJNA230403	SRP040281	SAMN03732559	SRS948120	2015-08-27	2015-05-28	Assembled	NaN	693842	4862108	Salmonella enterica;95.56%	53	1681	2.2	SAL_EA4504AA_AS
SAL_EA4512AA_AS	SAL_BA4110AA	CFSAN032389	SRR2043299;ILLUMINA;Paired;500;SRX1041595;236947648;214	SAL_BA4110AA	Poultry	Avian	chicken	2014	6			North America	United States	Arkansas						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487715	SRS947982	2015-08-27	2015-05-28	Assembled	NaN	423443	5022053	Salmonella enterica;96.08%	61	7371	2.2	SAL_EA4512AA_AS
SAL_EA4515AA_AS	SAL_BA4116AA	CFSAN032357	SRR2043296;ILLUMINA;Paired;500;SRX1041592;296201730;165	SAL_BA4116AA	Poultry	Avian	chicken	2014	6			North America	United States	Arkansas						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487683	SRS947985	2015-08-27	2015-05-28	Assembled	NaN	412095	4787870	Salmonella enterica;100.0%	77	4323	2.2	SAL_EA4515AA_AS
SAL_EA4519AA_AS	SAL_BA4118AA	CFSAN032356	SRR2043295;ILLUMINA;Paired;500;SRX1041591;215589618;227	SAL_BA4118AA	Poultry	Avian	chicken	2014	5			North America	United States	California						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487682	SRS947986	2015-08-27	2015-05-28	Assembled	NaN	411297	4743482	Salmonella enterica;94.11%	73	8219	2.2	SAL_EA4519AA_AS
SAL_EA4522AA_AS	SAL_BA4124AA	IEH-NGS-SAL-02808	SRR2043292;ILLUMINA;Paired;500;SRX1041588;247827792;228	SAL_BA4124AA	Poultry	Avian	chicken	2014	6			North America	United States	Arkansas						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487707	SRS947973	2015-08-27	2015-05-28	Assembled	NaN	439696	4783303	Salmonella enterica;97.62%	55	7955	2.2	SAL_EA4522AA_AS
SAL_EA4533AA_AS	SAL_BA4156AA	IEH-NGS-SAL-02810	SRR2043271;ILLUMINA;Paired;500;SRX1041570;181029888;208	SAL_BA4156AA	Poultry	Avian	chicken	2014	6			North America	United States	Oregon					-111.6	Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487709	SRS947956	2015-08-27	2015-05-28	Assembled	NaN	236299	5009456	Salmonella enterica;82.55%	72	11280	2.2	SAL_EA4533AA_AS
SAL_IA6099AA_AS	SAL_BA4157AA	IEH-NGS-SAL-02814	SRR2043270;ILLUMINA;Paired;500;SRX1041569;287169156;213	SAL_BA4157AA	Poultry	Avian	chicken	2014	6			North America	United States	Arkansas						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487713	SRS947957	2015-08-27	2015-05-28	Assembled	NaN	298622	5025641	Salmonella enterica;94.0%	62	4045	2.2	SAL_IA6099AA_AS
SAL_EA4540AA_AS	SAL_BA4165AA	CFSAN032352	SRR2043266;ILLUMINA;Paired;500;SRX1041565;305980560;228	SAL_BA4165AA	Poultry	Avian	chicken	2014	5			North America	United States	Arkansas						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487678	SRS947961	2015-08-27	2015-05-28	Assembled	NaN	693891	4779696	Salmonella enterica;100.0%	47	4167	2.2	SAL_EA4540AA_AS
SAL_CA0675AA_AS	SAL_BA4176AA	FSF0177	SRR2040616;ILLUMINA;Paired;500;SRX1038973;827768250;225	SAL_BA4176AA	Environment	Plant	black pepper	2010	3			Asia	Vietnam							Heidelberg	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN02698139	SRS947291	2015-08-27	2015-05-27	Assembled	NaN	412181	4904273	Salmonella enterica;97.78%	57	1777	2.2	SAL_CA0675AA_AS
SAL_EA4560AA_AS	SAL_BA4218AA	IEH-NGS-SAL-02757	SRR2039254;ILLUMINA;Paired;500;SRX1037645;328095000;207	SAL_BA4218AA	Poultry	Avian	chicken	2014	5			North America	United States	Arkansas						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487656	SRS944848	2015-08-27	2015-05-25	Assembled	NaN	171052	5031131	Salmonella enterica;94.88%	96	8081	2.2	SAL_EA4560AA_AS
SAL_EA4564AA_AS	SAL_BA4220AA	IEH-NGS-SAL-02756	SRR2039253;ILLUMINA;Paired;500;SRX1037644;203403150;225	SAL_BA4220AA	Poultry	Avian	chicken	2014	5			North America	United States	Arkansas						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487655	SRS944849	2015-08-27	2015-05-25	Assembled	NaN	169005	5034712	Salmonella enterica;91.67%	101	16682	2.2	SAL_EA4564AA_AS
SAL_EA4562AA_AS	SAL_BA4225AA	CFSAN032341	SRR2039251;ILLUMINA;Paired;500;SRX1037642;297069908;218	SAL_BA4225AA	Poultry	Avian	chicken	2014	5			North America	United States	Arkansas						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487667	SRS944835	2015-08-27	2015-05-25	Assembled	NaN	80055	5023157	Salmonella enterica;90.07%	157	16128	2.2	SAL_EA4562AA_AS
SAL_EA4568AA_AS	SAL_BA4235AA	IEH-NGS-SAL-02765	SRR2039246;ILLUMINA;Paired;500;SRX1037637;462804220;202	SAL_BA4235AA	Poultry	Avian	chicken	2014	5			North America	United States	Massachusetts						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487664	SRS944840	2015-08-27	2015-05-25	Assembled	NaN	274296	4769167	Salmonella enterica;97.96%	62	3423	2.2	SAL_EA4568AA_AS
SAL_EA4569AA_AS	SAL_BA4238AA	IEH-NGS-SAL-02760	SRR2039245;ILLUMINA;Paired;500;SRX1037636;317765270;215	SAL_BA4238AA	Poultry	Avian	chicken	2014	5			North America	United States	Arkansas						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487659	SRS944841	2015-08-27	2015-05-25	Assembled	NaN	227749	4777273	Salmonella enterica;100.0%	76	6114	2.2	SAL_EA4569AA_AS
SAL_EA4571AA_AS	SAL_BA4242AA	IEH-NGS-SAL-02759	SRR2039243;ILLUMINA;Paired;500;SRX1037634;178660350;227	SAL_BA4242AA	Poultry	Avian	chicken	2014	5			North America	United States	Oregon					-111.6	Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487658	SRS944843	2015-08-27	2015-05-25	Assembled	NaN	40189	4753904	Salmonella enterica;100.0%	229	41516	2.2	SAL_EA4571AA_AS
SAL_EA4572AA_AS	SAL_BA4244AA	CFSAN032326	SRR2039242;ILLUMINA;Paired;500;SRX1037633;155761732;217	SAL_BA4244AA	Poultry	Avian	chicken	2014	5			North America	United States	California						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487652	SRS944833	2015-08-27	2015-05-25	Assembled	NaN	48968	4746663	Salmonella enterica;100.0%	187	34703	2.2	SAL_EA4572AA_AS
SAL_EA4576AA_AS	SAL_BA4248AA	CFSAN032342	SRR2039240;ILLUMINA;Paired;500;SRX1037631;299730900;210	SAL_BA4248AA	Poultry	Avian	chicken	2014	5			North America	United States	Arkansas						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487668	SRS944827	2015-08-27	2015-05-25	Assembled	NaN	225953	5023599	Salmonella enterica;95.32%	82	6691	2.2	SAL_EA4576AA_AS
SAL_EA4574AA_AS	SAL_BA4249AA	CFSAN032336	SRR2039239;ILLUMINA;Paired;500;SRX1037630;418860050;203	SAL_BA4249AA	Poultry	Avian	chicken	2014	5			North America	United States	Mississippi						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487662	SRS944826	2015-08-27	2015-05-25	Assembled	NaN	298840	4758325	Salmonella enterica;97.91%	60	2986	2.2	SAL_EA4574AA_AS
SAL_EA4579AA_AS	SAL_BA4255AA	CFSAN032324	SRR2039236;ILLUMINA;Paired;500;SRX1037627;172785744;216	SAL_BA4255AA	Poultry	Avian	chicken	2014	5			North America	United States	Oregon					-111.6	Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487650	SRS944829	2015-08-27	2015-05-25	Assembled	NaN	34821	4818147	Salmonella enterica;99.61%	267	34113	2.2	SAL_EA4579AA_AS
SAL_EA4583AA_AS	SAL_BA4272AA	CFSAN032301	SRR2039152;ILLUMINA;Paired;500;SRX1037548;346354360;220	SAL_BA4272AA	Poultry	Avian	chicken	2014	5			North America	United States	Oregon					-111.6	Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487627	SRS944767	2015-08-27	2015-05-23	Assembled	NaN	412161	4780176	Salmonella enterica;100.0%	53	3086	2.2	SAL_EA4583AA_AS
SAL_EA4592AA_AS	SAL_BA4296AA	CFSAN032309	SRR2039140;ILLUMINA;Paired;500;SRX1037536;251298880;215	SAL_BA4296AA	Poultry	Avian	chicken	2014	5			North America	United States	Arkansas						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487635	SRS944750	2015-08-27	2015-05-23	Assembled	NaN	423443	5034648	Salmonella enterica;94.34%	75	6916	2.2	SAL_EA4592AA_AS
SAL_EA4598AA_AS	SAL_BA4312AA	CFSAN032299	SRR2039132;ILLUMINA;Paired;500;SRX1037528;363912190;197	SAL_BA4312AA	Poultry	Avian	chicken	2014	5			North America	United States	Oregon					-111.6	Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487625	SRS944747	2015-08-27	2015-05-23	Assembled	NaN	291821	4997781	Salmonella enterica;98.18%	72	3373	2.2	SAL_EA4598AA_AS
SAL_EA4602AA_AS	SAL_BA4324AA	CFSAN032314	SRR2039126;ILLUMINA;Paired;500;SRX1037522;271409850;225	SAL_BA4324AA	Poultry	Avian	chicken	2014	5			North America	United States	Minnesota						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487640	SRS944739	2015-08-27	2015-05-23	Assembled	NaN	377370	5021043	Salmonella enterica;93.46%	63	6053	2.2	SAL_EA4602AA_AS
SAL_EA4611AA_AS	SAL_BA4340AA	CFSAN032302	SRR2039118;ILLUMINA;Paired;500;SRX1037514;301345760;218	SAL_BA4340AA	Poultry	Avian	chicken	2014	5			North America	United States	Oregon					-111.6	Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487628	SRS944736	2015-08-27	2015-05-23	Assembled	NaN	298622	5151818	Salmonella enterica;95.59%	80	6491	2.2	SAL_EA4611AA_AS
SAL_EA4621AA_AS	SAL_BA4364AA	CFSAN032313	SRR2039096;ILLUMINA;Paired;500;SRX1037492;318673736;212	SAL_BA4364AA	Poultry	Avian	chicken	2014	5			North America	United States	California						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03487639	SRS944720	2015-08-27	2015-05-23	Assembled	NaN	248616	5102084	Salmonella enterica;89.83%	73	4562	2.2	SAL_EA4621AA_AS
SAL_CA2443AA_AS	SAL_BA4395AA	CFSAN031256	SRR2035437;ILLUMINA;Paired;500;SRX1035608;266246544;228	SAL_BA4395AA	Poultry	Avian	chicken	2014	5			North America	United States	Arkansas						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03464901	SRS943001	2015-08-27	2015-05-21	Assembled	NaN	170768	4907864	Salmonella enterica;96.66%	107	15089	2.2	SAL_CA2443AA_AS
